policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH104660,59,46-60,Female,Married,Unemployed,Matabeleland North,54.22,2,Family,Monthly,Referral,23,25.65,25.65,0.4731,3,2,2,2,0,0,1,36,0.57,0,0.305,1
PH104661,38,36-45,Female,Married,Self Employed,Matabeleland South,369.38,0,Standard,Biannual,Agent,42,12.43,67.12,0.0337,0,0,1,3,0,0,0,70,0.223,0,0.043,0
PH104662,34,26-35,Male,Married,Self Employed,Matabeleland North,429.75,0,Basic,Monthly,Referral,23,6.94,6.94,0.0161,21,3,5,0,1,2,1,39,0.72,0,0.27,0
PH104663,35,26-35,Female,Divorced,Self Employed,Matabeleland South,445.65,1,Basic,Monthly,Branch,49,6.81,6.81,0.0153,38,4,5,2,0,0,0,63,0.771,0,0.194,0
PH104664,50,46-60,Female,Single,Unemployed,Masvingo,221.81,1,Standard,Quarterly,Branch,41,12.38,34.66,0.0558,2,3,1,1,0,0,0,100,0.504,0,0.125,1
PH104665,39,36-45,Male,Single,Self Employed,Midlands,460.91,1,Standard,Annual,Branch,51,9.01,90.1,0.0195,25,5,4,3,0,2,0,68,0.51,1,0.243,0
PH104666,33,26-35,Female,Married,Unemployed,Masvingo,94.05,3,Basic,Monthly,Agent,125,7.85,7.85,0.0835,11,3,1,2,0,0,0,26,0.49,0,0.058,0
PH104667,61,60+,Male,Single,Formally Employed,Midlands,868.8,2,Family,Monthly,Referral,79,27.98,27.98,0.0322,11,0,2,1,1,0,0,60,0.423,0,0.016,0
PH104668,31,26-35,Male,Divorced,Formally Employed,Manicaland,308.48,0,Premium,Annual,Agent,23,17.2,172.0,0.0558,30,3,6,0,0,0,0,57,0.51,0,0.298,0
PH104669,41,36-45,Female,Single,Informal Trader,Mashonaland East,274.01,1,Premium,Quarterly,Agent,19,18.16,50.85,0.0663,26,4,6,2,1,0,0,34,0.698,0,0.358,1
PH104670,49,46-60,Female,Married,Farmer,Matabeleland South,331.12,2,Standard,Quarterly,Agent,35,14.0,39.2,0.0423,0,0,3,2,2,0,0,22,0.638,0,0.121,0
PH104671,21,18-25,Female,Single,Formally Employed,Manicaland,550.41,3,Standard,Monthly,Agent,21,11.52,11.52,0.0209,11,2,5,3,0,0,0,100,0.543,0,0.102,0
PH104672,47,46-60,Female,Married,Formally Employed,Bulawayo,74.19,4,Standard,Monthly,Agent,52,14.29,14.29,0.1926,18,1,5,1,2,0,1,43,0.557,0,0.207,0
PH104673,28,26-35,Male,Married,Formally Employed,Midlands,571.96,2,Premium,Monthly,Agent,41,20.68,20.68,0.0362,2,0,4,3,0,0,1,43,0.424,0,0.026,1
PH104674,51,46-60,Female,Single,Informal Trader,Masvingo,184.11,1,Family,Quarterly,Branch,13,25.42,71.18,0.1381,18,2,3,2,1,0,0,71,0.844,0,0.065,0
PH104675,29,26-35,Female,Married,Self Employed,Manicaland,250.57,3,Standard,Monthly,Branch,26,13.21,13.21,0.0527,0,0,4,3,0,1,0,16,0.188,1,0.095,0
PH104676,49,46-60,Female,Married,Unemployed,Masvingo,45.0,4,Basic,Quarterly,Referral,41,8.34,23.35,0.1853,5,0,4,2,0,1,0,61,0.167,0,0.137,1
PH104677,54,46-60,Male,Divorced,Formally Employed,Midlands,477.86,2,Basic,Annual,Agent,15,5.96,59.6,0.0125,26,2,6,1,1,0,1,73,0.578,0,0.155,0
PH104678,51,46-60,Female,Single,Formally Employed,Masvingo,368.53,1,Family,Monthly,Agent,42,27.33,27.33,0.0742,13,0,3,3,1,0,0,54,0.819,0,0.058,0
PH104679,44,36-45,Female,Married,Self Employed,Harare,438.08,2,Basic,Monthly,Agent,75,5.99,5.99,0.0137,17,1,2,2,1,0,0,53,0.5,0,0.101,0
PH104680,38,36-45,Female,Divorced,Informal Trader,Harare,144.66,2,Premium,Quarterly,Website,53,18.97,53.12,0.1311,10,3,2,2,0,0,0,79,0.732,0,0.075,0
PH104681,34,26-35,Female,Married,Informal Trader,Matabeleland South,678.92,1,Standard,Monthly,Branch,16,12.1,12.1,0.0178,5,0,1,2,0,1,1,72,0.656,0,0.014,0
PH104682,59,46-60,Male,Divorced,Formally Employed,Masvingo,376.63,4,Standard,Annual,Branch,9,13.07,130.7,0.0347,20,2,1,1,0,0,0,4,0.525,0,0.156,0
PH104683,33,26-35,Female,Divorced,Farmer,Bulawayo,336.08,2,Premium,Quarterly,Agent,19,19.34,54.15,0.0575,29,2,4,2,1,0,0,41,0.572,0,0.406,0
PH104684,29,26-35,Female,Married,Self Employed,Harare,574.0,2,Basic,Monthly,Agent,9,5.0,5.0,0.0087,18,4,4,1,1,1,0,63,0.428,0,0.284,0
PH104685,49,46-60,Male,Married,Informal Trader,Bulawayo,366.92,2,Standard,Monthly,Agent,22,14.78,14.78,0.0403,5,2,3,2,1,0,0,45,0.366,0,0.11,0
PH104686,31,26-35,Female,Single,Informal Trader,Matabeleland North,147.09,4,Basic,Quarterly,Referral,22,6.78,18.98,0.0461,28,2,8,1,1,0,1,48,0.471,0,0.183,0
PH104687,30,26-35,Female,Married,Formally Employed,Mashonaland West,795.58,4,Premium,Monthly,Agent,10,17.92,17.92,0.0225,17,4,2,0,1,0,0,87,0.918,1,0.037,0
PH104688,24,18-25,Male,Widowed,Unemployed,Midlands,136.84,1,Basic,Monthly,Referral,19,6.01,6.01,0.0439,0,0,0,2,1,0,0,40,0.73,0,0.095,0
PH104689,35,26-35,Female,Married,Unemployed,Midlands,143.88,5,Basic,Monthly,Referral,55,8.05,8.05,0.0559,9,3,4,0,0,1,1,100,0.525,0,0.045,0
PH104690,40,36-45,Male,Married,Self Employed,Bulawayo,366.52,6,Family,Biannual,Branch,21,23.72,128.09,0.0647,10,3,6,2,0,2,0,54,0.284,1,0.124,0
PH104691,44,36-45,Male,Married,Informal Trader,Mashonaland East,250.8,0,Standard,Monthly,Referral,56,11.77,11.77,0.0469,13,2,4,0,0,0,1,0,0.77,0,0.123,1
PH104692,52,46-60,Female,Single,Formally Employed,Bulawayo,458.83,3,Basic,Quarterly,Agent,34,9.12,25.54,0.0199,0,0,2,1,0,0,0,40,0.802,0,0.044,0
PH104693,47,46-60,Male,Widowed,Informal Trader,Midlands,65.52,1,Standard,Monthly,Agent,47,11.11,11.11,0.1696,3,3,3,0,0,0,0,62,0.303,0,0.082,0
PH104694,39,36-45,Male,Married,Self Employed,Mashonaland West,423.82,6,Standard,Monthly,Agent,19,12.32,12.32,0.0291,10,2,1,4,0,0,0,75,0.709,0,0.037,0
PH104695,39,36-45,Male,Single,Unemployed,Harare,167.97,2,Standard,Monthly,Agent,15,11.33,11.33,0.0675,0,2,4,1,1,1,0,59,0.192,0,0.255,0
PH104696,47,46-60,Male,Widowed,Formally Employed,Bulawayo,347.04,4,Family,Monthly,Agent,17,26.05,26.05,0.0751,5,2,3,0,1,0,0,32,0.906,1,0.075,1
PH104697,56,46-60,Female,Married,Formally Employed,Masvingo,431.29,2,Premium,Annual,Branch,36,19.31,193.1,0.0448,26,2,3,0,2,0,1,61,0.482,1,0.1,1
PH104698,43,36-45,Female,Married,Formally Employed,Mashonaland East,143.63,4,Basic,Annual,Agent,41,6.94,69.4,0.0483,2,2,0,0,0,0,0,29,0.916,0,0.033,0
PH104699,35,26-35,Female,Married,Formally Employed,Midlands,649.7,3,Standard,Monthly,Branch,40,12.02,12.02,0.0185,15,1,4,2,3,0,0,29,0.149,0,0.343,1
PH104700,29,26-35,Female,Married,Self Employed,Bulawayo,645.06,2,Basic,Monthly,Agent,12,6.79,6.79,0.0105,16,1,2,2,0,1,0,69,0.782,1,0.038,0
PH104701,24,18-25,Male,Widowed,Formally Employed,Bulawayo,489.37,2,Basic,Annual,Agent,64,6.96,69.6,0.0142,0,3,2,4,0,0,0,46,0.528,0,0.028,0
PH104702,49,46-60,Female,Married,Unemployed,Masvingo,141.17,1,Family,Monthly,Mobile App,15,26.79,26.79,0.1898,3,4,3,1,0,0,0,45,0.908,0,0.167,0
PH104703,48,46-60,Female,Married,Formally Employed,Matabeleland North,502.96,1,Standard,Monthly,Mobile App,49,14.06,14.06,0.028,12,1,2,0,1,0,0,46,0.784,0,0.067,0
PH104704,48,46-60,Female,Single,Informal Trader,Harare,339.84,2,Family,Monthly,Website,27,24.14,24.14,0.071,14,3,4,0,1,0,0,63,0.521,0,0.169,0
PH104705,39,36-45,Female,Widowed,Informal Trader,Mashonaland West,280.13,3,Basic,Quarterly,Referral,59,5.0,14.0,0.0178,0,1,2,1,0,1,0,42,0.878,0,0.018,0
PH104706,58,46-60,Female,Single,Farmer,Harare,322.34,3,Basic,Monthly,Branch,15,7.0,7.0,0.0217,18,2,4,5,0,0,0,71,0.669,0,0.173,0
PH104707,35,26-35,Female,Widowed,Farmer,Masvingo,288.71,2,Basic,Quarterly,Website,29,5.3,14.84,0.0184,18,1,2,2,0,0,0,67,0.305,1,0.106,0
PH104708,52,46-60,Male,Married,Farmer,Midlands,296.98,3,Standard,Monthly,Agent,29,13.82,13.82,0.0465,10,3,2,2,1,1,0,27,0.561,1,0.214,0
PH104709,41,36-45,Female,Married,Unemployed,Masvingo,143.04,0,Premium,Monthly,Agent,17,17.94,17.94,0.1254,2,1,5,3,1,1,0,64,0.467,0,0.229,0
PH104710,34,26-35,Male,Divorced,Self Employed,Matabeleland South,501.9,0,Standard,Monthly,Branch,46,9.52,9.52,0.019,16,1,6,3,0,1,0,71,0.168,0,0.192,0
PH104711,48,46-60,Male,Single,Unemployed,Manicaland,74.13,5,Standard,Annual,Branch,25,12.93,129.3,0.1744,7,3,0,3,1,0,0,18,0.786,0,0.144,0
PH104712,46,46-60,Male,Married,Farmer,Matabeleland North,45.0,7,Standard,Biannual,Mobile App,11,13.72,74.09,0.3049,14,4,5,4,0,0,0,64,0.476,0,0.276,0
PH104713,45,36-45,Male,Married,Formally Employed,Manicaland,435.56,0,Premium,Monthly,Website,61,19.36,19.36,0.0444,26,3,3,2,0,0,0,81,0.544,0,0.112,0
PH104714,42,36-45,Male,Married,Informal Trader,Midlands,473.17,0,Family,Monthly,Mobile App,46,27.58,27.58,0.0583,14,0,3,1,0,0,0,48,0.89,0,0.089,0
PH104715,41,36-45,Male,Married,Formally Employed,Mashonaland West,569.33,3,Standard,Monthly,Agent,34,10.48,10.48,0.0184,1,1,0,2,1,0,0,40,0.321,0,0.166,0
PH104716,70,60+,Female,Married,Informal Trader,Harare,338.39,1,Premium,Monthly,Agent,10,23.04,23.04,0.0681,0,3,1,2,2,0,0,71,0.776,0,0.092,1
PH104717,55,46-60,Female,Married,Self Employed,Mashonaland East,208.73,0,Standard,Monthly,Branch,22,13.74,13.74,0.0658,11,2,2,1,0,0,0,47,0.443,0,0.107,0
PH104718,50,46-60,Female,Widowed,Informal Trader,Matabeleland South,303.8,0,Premium,Annual,Branch,69,19.92,199.2,0.0656,11,0,1,4,0,0,0,67,0.822,0,0.017,0
PH104719,42,36-45,Male,Married,Informal Trader,Matabeleland North,118.73,3,Family,Monthly,Agent,17,27.53,27.53,0.2319,0,2,0,0,1,0,0,71,0.253,0,0.178,0
PH104720,53,46-60,Female,Married,Farmer,Manicaland,218.38,1,Basic,Quarterly,Referral,17,5.67,15.88,0.026,0,0,1,0,0,0,1,95,0.207,0,0.009,0
PH104721,47,46-60,Female,Divorced,Informal Trader,Bulawayo,218.54,3,Standard,Monthly,Referral,22,12.33,12.33,0.0564,7,0,3,0,0,0,0,74,0.333,0,0.047,0
PH104722,41,36-45,Male,Married,Unemployed,Matabeleland South,147.91,1,Family,Monthly,Mobile App,29,24.99,24.99,0.169,0,0,1,1,0,0,0,39,0.927,1,0.087,0
PH104723,37,36-45,Female,Single,Self Employed,Harare,385.57,0,Standard,Quarterly,Agent,22,11.62,32.54,0.0301,25,2,5,4,1,0,0,46,0.644,0,0.296,1
PH104724,40,36-45,Female,Married,Self Employed,Matabeleland South,531.97,2,Family,Monthly,Branch,34,25.84,25.84,0.0486,1,2,0,0,0,0,0,28,0.682,0,0.037,0
PH104725,18,18-25,Male,Single,Self Employed,Midlands,555.02,2,Basic,Monthly,Agent,23,5.0,5.0,0.009,0,0,1,1,0,0,0,49,0.326,0,0.046,0
PH104726,44,36-45,Female,Single,Formally Employed,Bulawayo,671.15,1,Standard,Monthly,Branch,32,10.77,10.77,0.016,8,0,2,3,1,0,0,68,0.366,0,0.054,0
PH104727,35,26-35,Female,Married,Self Employed,Mashonaland West,893.66,1,Family,Annual,Agent,34,23.86,238.6,0.0267,2,2,2,1,0,0,0,10,0.492,0,0.061,0
PH104728,60,46-60,Male,Single,Informal Trader,Bulawayo,159.18,2,Standard,Monthly,Branch,18,13.23,13.23,0.0831,0,3,2,2,0,0,0,16,0.5,0,0.141,0
PH104729,41,36-45,Male,Married,Informal Trader,Mashonaland West,201.2,2,Standard,Monthly,Mobile App,69,12.18,12.18,0.0605,15,1,2,2,0,0,0,84,0.545,0,0.031,0
PH104730,27,26-35,Male,Single,Informal Trader,Midlands,204.28,1,Basic,Biannual,Referral,64,5.29,28.57,0.0259,16,1,5,3,1,0,0,61,0.582,0,0.103,0
PH104731,40,36-45,Male,Single,Self Employed,Mashonaland West,50.56,2,Basic,Monthly,Branch,51,8.13,8.13,0.1608,16,4,5,1,0,0,0,72,0.661,0,0.12,0
PH104732,28,26-35,Female,Single,Self Employed,Bulawayo,428.08,2,Standard,Monthly,Referral,23,10.64,10.64,0.0249,16,1,4,1,1,1,0,57,0.412,0,0.091,0
PH104733,47,46-60,Female,Single,Informal Trader,Mashonaland West,238.41,5,Family,Monthly,Referral,25,25.4,25.4,0.1065,28,3,4,1,1,0,0,62,0.098,0,0.413,0
PH104734,44,36-45,Male,Single,Formally Employed,Masvingo,657.71,5,Family,Monthly,Branch,39,22.91,22.91,0.0348,0,0,0,5,2,0,0,78,0.723,0,0.024,0
PH104735,52,46-60,Female,Married,Formally Employed,Mashonaland West,614.49,4,Standard,Monthly,Mobile App,28,10.21,10.21,0.0166,4,0,4,3,0,0,0,11,0.869,0,0.11,0
PH104736,32,26-35,Male,Divorced,Formally Employed,Bulawayo,530.42,1,Family,Quarterly,Agent,32,24.07,67.4,0.0454,2,0,2,1,0,0,0,38,0.353,0,0.041,0
PH104737,41,36-45,Male,Widowed,Formally Employed,Masvingo,498.81,1,Premium,Monthly,Branch,27,16.93,16.93,0.0339,10,0,3,5,0,0,0,84,0.485,0,0.073,0
PH104738,25,18-25,Male,Widowed,Formally Employed,Masvingo,349.29,1,Premium,Monthly,Agent,27,18.22,18.22,0.0522,0,0,1,0,1,0,0,66,0.523,0,0.021,0
PH104739,49,46-60,Female,Single,Formally Employed,Bulawayo,485.48,1,Premium,Monthly,Agent,27,23.36,23.36,0.0481,10,0,2,2,0,1,0,80,0.698,0,0.035,0
PH104740,47,46-60,Male,Single,Formally Employed,Mashonaland East,518.79,2,Standard,Monthly,Referral,22,13.04,13.04,0.0251,6,1,1,0,0,0,0,55,0.624,1,0.031,0
PH104741,47,46-60,Male,Single,Informal Trader,Midlands,246.82,1,Standard,Monthly,Website,21,13.02,13.02,0.0528,16,4,6,1,0,0,1,73,0.78,0,0.106,0
PH104742,41,36-45,Male,Married,Formally Employed,Harare,446.5,1,Basic,Monthly,Agent,82,8.19,8.19,0.0183,33,2,5,3,0,0,1,45,0.278,0,0.106,0
PH104743,46,46-60,Female,Single,Self Employed,Harare,404.1,3,Family,Monthly,Branch,23,27.41,27.41,0.0678,8,1,3,3,1,0,0,25,0.183,0,0.192,0
PH104744,60,46-60,Female,Married,Farmer,Masvingo,241.08,1,Basic,Monthly,Branch,74,9.04,9.04,0.0375,5,0,0,0,0,1,2,79,0.531,0,0.018,0
PH104745,38,36-45,Male,Single,Unemployed,Midlands,174.05,3,Basic,Monthly,Branch,91,6.22,6.22,0.0357,7,3,1,2,0,0,1,43,0.345,1,0.106,0
PH104746,43,36-45,Male,Single,Self Employed,Mashonaland West,45.0,1,Standard,Monthly,Agent,42,10.34,10.34,0.2298,9,1,3,0,0,0,0,53,0.656,0,0.103,1
PH104747,28,26-35,Female,Divorced,Farmer,Matabeleland North,248.02,0,Family,Monthly,Mobile App,71,24.66,24.66,0.0994,8,3,2,5,1,0,1,58,0.627,0,0.106,0
PH104748,31,26-35,Female,Married,Self Employed,Mashonaland East,424.59,1,Premium,Monthly,Agent,19,19.72,19.72,0.0464,8,1,2,2,1,1,0,59,0.859,0,0.057,1
PH104749,42,36-45,Male,Widowed,Formally Employed,Manicaland,602.84,2,Standard,Monthly,Agent,59,11.05,11.05,0.0183,14,2,3,3,0,1,1,63,0.786,1,0.065,0
PH104750,54,46-60,Female,Married,Farmer,Midlands,209.83,2,Premium,Quarterly,Mobile App,33,19.36,54.21,0.0923,18,0,2,0,2,1,0,57,0.484,0,0.096,0
PH104751,38,36-45,Female,Widowed,Farmer,Mashonaland East,45.0,2,Family,Quarterly,Website,50,24.23,67.84,0.5384,7,2,2,1,0,1,0,30,0.895,0,0.153,0
PH104752,38,36-45,Male,Married,Self Employed,Harare,71.11,5,Standard,Monthly,Referral,33,12.93,12.93,0.1818,9,3,2,0,0,0,0,37,0.811,0,0.074,0
PH104753,36,36-45,Female,Divorced,Informal Trader,Matabeleland North,45.0,1,Standard,Annual,Mobile App,9,9.85,98.5,0.2189,17,2,5,1,1,0,0,35,0.811,0,0.262,0
PH104754,35,26-35,Female,Married,Informal Trader,Mashonaland West,371.75,1,Standard,Annual,Agent,29,12.31,123.1,0.0331,17,1,3,0,1,1,1,83,0.516,1,0.03,0
PH104755,45,36-45,Female,Married,Formally Employed,Matabeleland North,191.24,1,Basic,Monthly,Branch,56,7.91,7.91,0.0414,19,0,3,2,0,0,0,33,0.781,0,0.08,0
PH104756,23,18-25,Male,Married,Formally Employed,Matabeleland North,687.56,2,Family,Monthly,Referral,46,25.39,25.39,0.0369,29,3,4,1,0,1,1,35,0.171,0,0.173,0
PH104757,56,46-60,Male,Married,Self Employed,Mashonaland West,316.91,2,Premium,Biannual,Agent,45,22.97,124.04,0.0725,35,4,5,3,0,0,0,59,0.672,0,0.193,0
PH104758,33,26-35,Female,Widowed,Farmer,Matabeleland North,198.62,2,Premium,Monthly,Referral,22,17.16,17.16,0.0864,37,3,10,2,1,0,0,48,0.158,1,0.362,1
PH104759,50,46-60,Male,Divorced,Formally Employed,Midlands,763.81,4,Standard,Monthly,Agent,15,11.55,11.55,0.0151,7,0,6,1,0,0,0,56,0.686,0,0.065,0
PH104760,26,26-35,Female,Married,Unemployed,Manicaland,136.91,3,Family,Annual,Mobile App,87,23.89,238.9,0.1745,14,0,5,0,1,0,0,51,0.211,0,0.08,0
PH104761,49,46-60,Female,Married,Formally Employed,Mashonaland East,204.3,2,Basic,Quarterly,Agent,44,8.11,22.71,0.0397,7,1,3,4,0,0,0,76,0.314,0,0.051,0
PH104762,49,46-60,Female,Married,Self Employed,Midlands,400.6,1,Basic,Monthly,Website,44,7.96,7.96,0.0199,5,1,2,2,0,0,0,26,0.376,1,0.05,1
PH104763,46,46-60,Female,Widowed,Informal Trader,Mashonaland East,365.18,1,Basic,Quarterly,Agent,62,8.77,24.56,0.024,18,1,4,3,0,1,0,58,0.507,0,0.121,0
PH104764,29,26-35,Male,Married,Informal Trader,Masvingo,186.04,2,Premium,Monthly,Agent,35,16.71,16.71,0.0898,4,2,2,1,1,0,1,63,0.339,0,0.082,0
PH104765,44,36-45,Female,Single,Formally Employed,Bulawayo,778.15,2,Premium,Annual,Mobile App,13,17.14,171.4,0.022,17,2,4,2,0,2,1,28,0.434,0,0.1,0
PH104766,27,26-35,Female,Married,Self Employed,Bulawayo,167.71,2,Standard,Monthly,Branch,56,13.14,13.14,0.0783,4,2,1,1,2,0,0,45,0.364,0,0.135,0
PH104767,38,36-45,Male,Single,Informal Trader,Manicaland,45.0,5,Standard,Monthly,Referral,32,10.77,10.77,0.2393,0,2,1,2,0,0,0,43,0.837,0,0.114,1
PH104768,53,46-60,Female,Married,Formally Employed,Midlands,763.74,5,Basic,Quarterly,Agent,61,7.3,20.44,0.0096,6,0,1,1,1,1,0,6,0.78,1,0.039,0
PH104769,51,46-60,Male,Married,Formally Employed,Manicaland,297.05,2,Basic,Monthly,Referral,42,8.21,8.21,0.0276,16,1,2,1,0,0,0,55,0.815,0,0.045,0
PH104770,41,36-45,Female,Married,Informal Trader,Manicaland,133.08,1,Basic,Monthly,Agent,35,8.55,8.55,0.0642,3,2,1,1,0,1,2,74,0.264,0,0.046,0
PH104771,29,26-35,Female,Married,Informal Trader,Mashonaland East,189.79,3,Standard,Monthly,Mobile App,25,11.78,11.78,0.0621,12,1,4,0,1,1,0,13,0.46,0,0.13,0
PH104772,49,46-60,Male,Single,Formally Employed,Masvingo,274.81,3,Family,Monthly,Referral,29,26.17,26.17,0.0952,0,2,2,1,1,0,0,50,0.736,0,0.079,0
PH104773,41,36-45,Female,Single,Informal Trader,Harare,357.91,3,Premium,Annual,Branch,29,17.76,177.6,0.0496,0,0,2,2,0,1,0,72,0.87,0,0.031,0
PH104774,18,18-25,Female,Married,Farmer,Masvingo,173.51,3,Basic,Monthly,Referral,59,8.92,8.92,0.0514,20,3,5,3,0,1,0,50,0.635,0,0.1,0
PH104775,50,46-60,Male,Single,Formally Employed,Matabeleland North,235.88,1,Basic,Monthly,Mobile App,26,7.42,7.42,0.0315,1,2,1,0,0,0,0,79,0.525,1,0.044,0
PH104776,41,36-45,Male,Married,Informal Trader,Matabeleland North,217.14,1,Family,Monthly,Branch,50,24.32,24.32,0.112,19,2,5,3,2,2,0,11,0.499,0,0.342,0
PH104777,55,46-60,Male,Divorced,Formally Employed,Masvingo,286.8,2,Basic,Monthly,Branch,28,8.66,8.66,0.0302,4,3,5,1,0,0,0,48,0.404,0,0.079,0
PH104778,28,26-35,Female,Widowed,Formally Employed,Masvingo,442.87,1,Standard,Monthly,Referral,6,11.71,11.71,0.0264,6,1,3,0,0,0,0,36,0.245,0,0.084,0
PH104779,18,18-25,Female,Widowed,Formally Employed,Manicaland,278.21,5,Basic,Monthly,Referral,23,5.8,5.8,0.0208,18,3,2,4,2,0,0,25,0.642,1,0.23,1
PH104780,44,36-45,Female,Divorced,Self Employed,Bulawayo,346.9,2,Standard,Monthly,Branch,44,11.23,11.23,0.0324,35,3,4,0,0,0,0,100,0.55,0,0.055,0
PH104781,44,36-45,Female,Married,Unemployed,Midlands,109.77,1,Standard,Monthly,Agent,49,12.83,12.83,0.1169,4,2,0,0,0,0,0,61,0.27,0,0.102,0
PH104782,21,18-25,Female,Married,Formally Employed,Matabeleland North,785.7,2,Basic,Monthly,Agent,47,6.33,6.33,0.0081,31,3,3,1,0,1,0,80,0.366,0,0.131,0
PH104783,29,26-35,Male,Single,Informal Trader,Masvingo,391.36,4,Standard,Quarterly,Branch,12,11.96,33.49,0.0306,6,1,2,2,0,0,0,63,0.543,0,0.043,0
PH104784,74,60+,Female,Widowed,Self Employed,Mashonaland West,409.36,1,Standard,Monthly,Agent,7,15.11,15.11,0.0369,7,0,2,2,0,0,1,100,0.6,0,0.056,0
PH104785,37,36-45,Male,Married,Formally Employed,Mashonaland East,395.02,2,Basic,Biannual,Branch,18,7.35,39.69,0.0186,43,3,4,3,0,1,0,74,0.704,0,0.122,1
PH104786,50,46-60,Male,Single,Informal Trader,Harare,211.79,3,Premium,Quarterly,Website,24,19.12,53.54,0.0903,7,2,2,2,0,0,0,15,0.445,0,0.099,0
PH104787,33,26-35,Female,Married,Unemployed,Matabeleland South,127.7,3,Family,Monthly,Branch,34,24.99,24.99,0.1957,8,3,3,1,0,1,0,78,0.379,0,0.126,0
PH104788,18,18-25,Male,Married,Unemployed,Mashonaland East,69.63,4,Basic,Annual,Branch,42,5.96,59.6,0.0856,16,2,3,0,0,0,1,79,0.372,0,0.134,0
PH104789,39,36-45,Female,Married,Unemployed,Bulawayo,97.46,1,Basic,Monthly,Agent,17,6.36,6.36,0.0653,10,2,5,0,0,1,0,47,0.884,0,0.218,0
PH104790,38,36-45,Female,Widowed,Self Employed,Mashonaland East,337.48,1,Basic,Quarterly,Mobile App,39,7.35,20.58,0.0218,15,2,2,3,0,0,1,90,0.263,0,0.053,0
PH104791,36,36-45,Male,Married,Unemployed,Mashonaland West,118.75,3,Standard,Monthly,Branch,41,10.73,10.73,0.0904,5,2,0,8,0,2,0,40,0.468,0,0.175,0
PH104792,40,36-45,Male,Divorced,Formally Employed,Bulawayo,478.54,3,Family,Monthly,Agent,63,23.29,23.29,0.0487,7,1,2,1,0,1,0,19,0.603,0,0.052,0
PH104793,44,36-45,Female,Married,Informal Trader,Midlands,337.26,2,Basic,Annual,Branch,59,5.99,59.9,0.0178,10,1,4,0,0,1,1,57,0.668,0,0.039,0
PH104794,39,36-45,Female,Married,Farmer,Manicaland,312.27,2,Standard,Annual,Agent,34,12.46,124.6,0.0399,2,0,0,1,0,0,0,57,0.868,0,0.013,0
PH104795,26,26-35,Male,Divorced,Formally Employed,Matabeleland North,547.74,4,Basic,Monthly,Agent,31,7.69,7.69,0.014,27,3,4,2,1,0,1,41,0.387,0,0.239,0
PH104796,47,46-60,Male,Divorced,Self Employed,Mashonaland East,676.53,0,Standard,Monthly,Website,21,12.51,12.51,0.0185,8,0,3,0,0,0,0,99,0.3,1,0.056,0
PH104797,18,18-25,Female,Single,Informal Trader,Mashonaland West,328.92,3,Basic,Annual,Agent,21,5.0,50.0,0.0152,16,4,2,3,0,0,0,33,0.591,0,0.305,1
PH104798,18,18-25,Female,Single,Informal Trader,Manicaland,243.37,4,Family,Monthly,Referral,25,24.84,24.84,0.1021,20,1,1,0,0,0,0,100,0.352,0,0.024,0
PH104799,50,46-60,Male,Married,Formally Employed,Mashonaland West,435.16,3,Premium,Monthly,Branch,14,20.67,20.67,0.0475,14,1,6,2,0,2,1,40,0.738,0,0.095,0
PH104800,47,46-60,Male,Married,Farmer,Matabeleland South,311.06,2,Basic,Monthly,Branch,9,9.35,9.35,0.0301,0,0,1,1,0,0,0,29,0.669,0,0.04,0
PH104801,40,36-45,Female,Married,Informal Trader,Bulawayo,220.55,2,Family,Biannual,Agent,25,25.83,139.48,0.1171,19,1,2,0,0,0,0,37,0.44,1,0.158,0
PH104802,24,18-25,Female,Divorced,Formally Employed,Midlands,523.23,1,Basic,Biannual,Mobile App,26,5.27,28.46,0.0101,12,1,5,0,1,0,0,60,0.237,0,0.179,0
PH104803,33,26-35,Female,Single,Formally Employed,Matabeleland North,541.02,1,Basic,Annual,Branch,55,5.0,50.0,0.0092,11,3,1,3,1,1,0,33,0.436,0,0.104,1
PH104804,38,36-45,Female,Married,Unemployed,Manicaland,45.0,2,Family,Monthly,Website,31,23.59,23.59,0.5242,0,0,1,1,1,0,0,95,0.765,1,0.203,0
PH104805,22,18-25,Female,Single,Formally Employed,Mashonaland East,181.3,4,Basic,Quarterly,Agent,18,8.21,22.99,0.0453,15,2,1,3,1,0,1,100,0.419,1,0.04,0
PH104806,32,26-35,Male,Widowed,Formally Employed,Bulawayo,607.12,3,Family,Monthly,Mobile App,44,23.37,23.37,0.0385,0,3,0,2,0,0,0,61,0.933,0,0.028,0
PH104807,49,46-60,Female,Divorced,Informal Trader,Matabeleland South,303.53,1,Standard,Quarterly,Referral,28,12.25,34.3,0.0404,0,1,0,2,0,1,0,55,0.499,0,0.044,0
PH104808,58,46-60,Male,Married,Informal Trader,Manicaland,45.0,0,Family,Monthly,Agent,13,27.48,27.48,0.6107,9,1,3,0,0,0,0,63,0.615,0,0.232,0
